,comment,sentiment
2094,돈이 땅 파서 나오는 게 아니니깐요,0.0
2095,저런 기분 알지 난 처음으로 따뜻하다고 느꼈을 때 왈칵 눈물이 나올 뻔했는데,0.0
2096,아름다운 세상이 말에 왜 눈물이,0.0
2097,크 색을 볼 수 있다는 거 당연히 누리는 거였는데 감사하며 살아야겠네요,0.0
2098,찐이다,0.0
2099,너무 감동적이네요 우리에겐 너무 펑범한 일들이 어느 누군가에게는 말 할 수 없는 감동이네요 조나단이 항상 행복했으면 합니다,0.0
2100,스승이란 학문만 가르치는 데서 그치지 않는다,0.0
2101,굴뚝 같은 개인의 마음과 사상에 변화를 주는 모든 것은 다 스승이다,0.0
2102,저 영상에 나온 학생에 스승님 공감 능력이 무척 높을 것 같네요,0.0
2103,진짜 스승의 은혜는 하늘 같군 요두 분 다 행복하세요,0.0
2104,참 21세기 이 시점에 아직까지 조폭이란 단어가 존재 하나,0.0
2105,조직 생성하고 가오 잡는다고 좋을 거 없다,0.0
2106,중 2병이 많이 늦게 오셨네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0
2107,한 심좌이건 나도,0.0
2108,참 한 번뿐인 인생 아깝다,0.0
2109,와 요즘에도 조폭이 있구나 개신기하다 ㅋㅋㅋㅋㅋㅋ,0.0
2110,나 중딩 때 우리 학교 일진 이진이 딱 저랬는 디ㅋㅋ,0.0
2111,간만에 경찰이 멋지네 감사합니다,0.0
2112,경찰한테 잡힌 조폭들 아 상황극한 거에 요 한 번만 봐주세요 다신안 그럴게요 ㅠㅠ,0.0
2113,그래서 님들 저 사람들 앞에서도 그런 말 할 수 있음 ㅋㅋ,0.0
2114,이런 말이 있지 양아치가 성공하면 경찰 실패하면 조폭이라고,0.0
2115,요즘 조폭들 1대 1로 싸움 하면 응급실로감,0.0
2116,현실을 잘 모르는 구먼 현실은 갱찰 일부들은 조폭과 얼마나 친하게 지 내는지 인간 관계라는 게 잡아 넣으면서도 잡혀 들어면서도 친해지는 게 인간 ㅎㅎ 그렇게 형님 동 상하면서 살아가는 게 지 그래서 나온 결과가 요즘 조폭들이 갱찰 안무서 뭐해 그리고 검찰 가서는 무서운 척은 하지 근데 검사들도 조폭 무서울 껄 ㅎㅎ 검사 옷 벗으면 ㅋㅋ 아무것도 아니니깐 결과 적으로 조폭 양아치 세상되는 거지 뭐,0.0
2117,옛날이나 멋있는 건달들 많았지 지금은 조폭 생활 양 아치들만 민간인한테 시비 털고 다니고 에 휴,0.0
2118,역 앞 유흥가를 지나가는데 딱 봐도 조폭 같이 생긴 10여명이 한 노인네를 모시고 지나가는데 굽신 굽신 하며 마치 대감 마님 행차니 길을 비켜라 식으로 지나가는데 개 웃긴데 무서워서 웃진 못함,0.0
2119,한 심좌 ㅋㅋㅋ,0.0
2120,오글거리고 부끄럽고 창피하다,0.0
2121,이 거 살인미수 입니다 배달 기사님들 다 고소하세요 그리고 안전 모 무서워진 다 그게 뭔 소리야 그럼 안전모 없이 오토바이 모냐,0.0
2122,저런 대는 배달 엡에서 자체 배달금지구역 지정합시다,0.0
2123,하다 하다 저런 일들이 일어나네,0.0
2124,인생 짧다 항상 오늘이 마지막이라고 생각하고 살아봐라 소중한 게 보이기 시작할 꺼다,0.0
2125,시켜 먹질 말던 가 시켜 먹을 거면 내려와서 받던 가 우 씨,0.0
2126,어디 아파트 야 아파트 갑 팍 내려라무 개념 인간들 갑질 니들 가족은 얼마나 직장이 대단하길래 열심히 배달하시는 분들 하대하냐 혹 택시기사 아니니 ㅋㅋ,0.0
2127,삭제면 빼박 아니냨ㅋㅋ,0.0
2128,비 오는 날 저건 살인미순데,0.0
2129,배달 불가 지역 지정 시급,0.0
2130,요즘같이 힘든 세상 에 너무 심하네 그려,0.0
2131,에휴,0.0
2132,집단 이기주의자들이 겁나게 많네인 간이 싫어진다,0.0
2133,골 때 리네,0.0
2134,내 물건 내 음식 가져다주시는 감사한 분들께 왜들 그러냐 진짜ㅜ,0.0
2135,하 택배와 배달을 시키지 말던 가 저런 곳들은 배달원들이 거부할 권리도 있어야 된 다 생각함,0.0
2136,정말 가지가 지 한다,0.0
2137,그냥 저런 곳들 배달 앱 본사들이 블랙리스트 만들어야 됨,0.0
2138,지하주차장으로 가면 되는 거 아닌가,0.0
2139,에초에 목 높이의 줄을 왜 설치해 누굴 죽일라고 이거 입주민들이 시킨 거야,0.0
2140,아니 인간들이 점점 왜 저렇게 변해간다냐,0.0
2141,세상이 미쳐가고 있어,0.0
2142,이게 지금 다 같은 사람이 사는 세상 얘기냐 기본적인 사람 사는 곳 이야기가 아닌 거 같네,0.0
2143,요즘 인성이 덜 된 넘들이 왜 이리 많냐,0.0
2144,싸이코패스 아닌가요,0.0
2145,왜 이러는 거야 진짜 속상해ㅠ,0.0
2146,제가 더욱 화나는 것은 피해자 분께서 저 추학한 욕망의 간부들이 정의의 심판을 받는 모습을 보시지 못하고 안타깝게 세상을 등지셨다는 사실입니다 왜 항상 대한민국은 당하는 사람만 당해야 하는 가 정말 개탄스럽습니다,0.0
2147,군대 여 중 사 문 젠데 뭔 갑자기 남자 얘기,0.0
2148,아 진짜 저 가해자들이랑 변호사 법적 처벌 받으면 좋겠다,0.0
2149,몇몇 분들 군대 공군은 좀 다를 줄 알았는데 이러시는데 이러면 의 무라는 핑계로 강제적으로 군대를 가야 하는 죄 없는 군인 분들은 무슨 죄입니까 이렇게 군대 무시하시는 분들 지킨다고 군대를 가야 하는 분들이 참 불쌍합니다 위에 사람들이 이런 걸 왜 공군이 전부 가해자인 것처럼 군대가 이상한 것처럼,0.0
2150,미국이나 한국이나 군 부대는 범죄가 은폐되기 쉬운 부패한 집단,0.0
2151,누가 책임지는 게 아니라 죄 저지른 놈들이 죗값 받아야 하는 거에 요 엠빅 뉴스,0.0
2152,근데 가해자가 저 사람 말고도 더 있다고 하던 데,0.0
2153,주제에 맞지도 않는 글 같은데 공군 여 중 사 성추행으로 사망한 사건인데 뭔 소리를 적은 겨,0.0
2154,우리나라에서 군대만큼 썩은 곳이 없을 듯,0.0
2155,참이러고도 살아갈 맘이 있는 게 대단하다,0.0
2156,저거 징계 받아봤자 진급 늦춰지거나 보직 변경하고 끝남 군대가 그렇지 비리천국임,0.0
2157,내가 존경해왔던 군인들 중에 저런 쓰레기가 있다니 정말 역겹고 정 떨어지고 돈 아랑 권력이면 파렴치한 짓도 다 하는 상부 놈들 정말 다 나가 뒤져줘 힘들게 노력해서 된 자리애서 저런 개 같은 짓을 하면서 편하개 살고 있는 사람들 보면 진짜 이게 나란 가 싶고 그럴 또 처벌 못하고 처벌한다고 해도 솜방망이 처벌이니 나라가 욕을 먹지 진짜 정말 실망스럽다 그리고 이런  사람들 때문에 진짜 정말 착하고 소신 있게 사는 사람들이 같이 욕받는 거야 그들은 소신 있게 행동하다가 상부한 테 찍혀서 승진도 잘 못하고 그럴 텐데 느그들은 돈 받아 쳐먹고 타협하고 뭐하는 짓들이냐 차라리 내가 더 잘할 것 같네 진짜 정말 한심하다,0.0
2158,군인들 기업들 모든 성추행 건 더 있다 다 신고 받아 엄벌해라,0.0
2159,저런 나쁘뉴 ㅠㅠ 너무 불쌍해 돌아가신 분이 ㅠㅠ 저런 놈들은 감옥으로,0.0
2160,대한민국 군대는 정말 싹 다 갈아 엎어야 한다,0.0
2161,강제적인 성범죄자들은 무조건 파면 징역 10년에 처해야 한다,0.0
2162,피의자 얼굴 공개해라,0.0
2163,또 몇 개월 지나면 잊혀지겠지 우린 끝까지 잊지 말자,0.0
2164,이제서야 얼굴 보이는 국방부 장관 그 전엔 무엇을 했는가,0.0
2165,정신력 강 한 군인일 텐데 그 맨탈마저 무너질 정도로 얼마나 힘들었을지를 생각조차 할 수 없는 고통일 겁니다 저들이 한 행위는 살인입니다 ㅠ 반드시 강한 처벌이 이루어져서 또 다른 이들이 죽음으로 몰리는 일이 없어야 되지 않을까 합니다 ㅠ 너무너무 가슴이 미어지네요ㅠ,0.0
2166,국가를 위해 입대 입대 했더니 국가가 버렸구나 이게 나라야,0.0
2167,지 동료 하나 지키지 못할망정 죽이게 만드네,0.0
2168,아직 어린 데 안타깝네요 지켜 줄 사람이 그렇게 없었나 자살 말고도 할 수 있는 방법이 많은데,0.0
2169,이런 사건이 일어나지 않아야 진급이 되는 시스템이 아니라 이런 사건을 의혹 없이 잘 해결해야 진급이 되는 시스템이 군대에 정착되어야 함 애초에 사건 사고 없는 집단이 있을 수 있나 군대 내 애서 사건 사고가 없다면 그건 은 폐한 거라고 봐야지,0.0
2170,군대는 웃지요 계급으로 먹고 살아요 계속 발생해요,0.0
2171,국회 통과 ㅡ 모병제로 다 바꾸고 강한 군대보다 아름다운 군대로 가요,0.0
2172,늘 그래왔듯이 안 바뀌겠지 매번 바뀌겠지 하는 희망을 같는 것도 지친다 정부 건 군이던,0.0
2173,자체 수사는 절대 피해자를 보호해주지 않는다 비리 검찰 비리 경찰 비리 군인 다 자체 수사권이 있는 조직이다,0.0
2174,이게 바로 대한민국 육군이 다 일부의 잘못이어도 그렇고 그걸 내버려뒀다면 공범이다,0.0
2175,억울한 죽음을 당한 이 중사 분의 죽음을 추모합니다 꼭 하늘에서는 편안하게 쉴 수 있도록 빕니 다이 중사를 죽음으로 내몰 게 한 상관들은 꼭 죗값을 치러야 된다고 생각합니 다 이래서 군대를 뭘 믿고 귀한 자식들을 보낼 수 있을까요 꼭 바뀌어야 됩니다,0.0
2176,혼인신고 날 참 죄를 저질렀으면 벌을 받아야 하는 게 당연지사 장 중사를 비롯해 저 부대 여단장부터 변호인까지 모두가 벌 받았으면 좋겠다,0.0
2177,국가유공자 가족 후손들이 버림 받는 일은 더더욱 없어야 하는데 나라에서도 군대에서도 버림 받았네,0.0
2178,군대는 진짜 한 번 갈아엎자,0.0
2179,이 영상 보다가 울었음 ㅠㅠ,0.0
2180,우리 나란 군대는 진짜 썩었구나,0.0
2181,분노가 치민다,0.0
2182,내가 딸이 있다면 여성 군인은 안시킨다 아들도 군대 보내기 싫다,0.0
2183,이래서 내가 중 사전역한 거임,0.0
2184,머라 표현을 못하겠다,0.0
2185,힘내세요,0.0
2186,유족 모자이크는 다행히 해줬네,0.0
2187,같이 목소리 내주셔서 감사드립니다 삼가 고인의 명복을 빕니 다 공군은 좀 다를 줄 알았는데,0.0
2188,장관 저기는 바로 달려가네 참,0.0
2189,이게 말이 되냐 너네 가해자가 생각하기에 이게 맞냐고,0.0
2190,진짜 슬프다,0.0
2191,우리나라는 일이 일어나야 조취를 취하네요부디 앞서서 부 정부패 처리를 해주는 그런 정치인 누가 할까요 말만 하기보다 실행을 옮길 수 있는 그런 분이 있기는 할까요 삼가 고인 명복을 빔니다,0.0
2192,나라를 위해 몸과 마음을 바친 것이 무슨 죄인지 이런 군의 부 정부 폐는 어 제 오늘의 일이 아니다 제발 군은 군의 이름을 더럽힌 저들을 제대로 처리하지 않는다면 그 칼이 다시 군으로 돌아갈 것이 다 제대로 처리해라 군 바리 선배로 얘기한다,0.0
2193,어째 가해자가 피해자보다 모자이크가 더 잘 되있는 건데 어 이가 없어,0.0
2194,상상을 초월하는 나라네,0.0
2195,군대 은 폐 은 폐 잘하는 곳 아닌가 모조리 해임 시켜라소중한 생명 소중한 딸 가진 부모는 앞으로 어떻게 살아라고,0.0
2196,장중 사놈 얼굴 안 봐도 좋으니 제 발 솜방망이가 아닌 엄중한 철퇴를 내려야 한다,0.0
2197,피해자가 꼭 죽어나가야지 사건이 공론화되는 게 너무 화난다 언제까지 이런 식의 일 처리를 봐야 하나 나랑 상관없는 사람들인데도 넘 슬프고 화나 고 이런 사회에 사는 게 너무 싫다,0.0
2198,에고 얘들아니들 딸이라 생각해봐 사진 그렇게 찍거싶니,0.0
2199,이런 일들이 계속 일어나는데 군에 대한 신뢰를 바란다는 게 어이가 없다,0.0
2200,제발 극단적인 선택 전에 제발 진짜 제 발 피해자 아픔 외면하지 말아주세요 ㅡ삼가 고인의 명복을 빕니다ㅡ,0.0
2201,제발 성폭행은 중벌로 다스리자,0.0
2202,요즘 세상에 이런 일이라 군대는 아직도 개혁이 너무나도 절실히 필요한 곳이다,0.0
2203,현역 육군입니다 이 사건 이후 개인정비 시간에 핸드폰을 화장실에 가져가지 못하게 하는 것은 물론 핸드폰 검사도 실시했습니다,0.0
2204,이 나라에서는 꼭 누가 죽어야 이렇게 잠시나마 화제가 되더라 이마저도 나중에 가면 소리 소문 없이 잊혀 짐 어 메이징한 나라다 정말,0.0
2205,영상 제목 보소 도대체 누가 책임지 긴 관련자들 다 깜방 넣어야지 한두 명 책임지고 끝낼 일이야 이게,0.0
2206,가해자 뿐만 아니라 관련 모든 책임자들 엄벌에 처하길,0.0
2207,3개월 거쳐서 구속이 됬 다니 피해자가 왜 자살을 선택하게 됬는지 알 것 같네요 정말 더러 운 행동을 해 놓고 가해자가 벌 크게 받고 다시는 사회에 나오는 일이 없도록 했으면 좋겠어요 신상도 공개하구요,0.0
2208,어쩌라는 거임,0.0
2209,군대 시스템 자체를 바꿔 라 성 문제만 바꾸지 말고 문재인 대통령 아 제발 직접적으로 개입을 해라 말로만 떠들지 말고 그래야 이런 사건들 안 터진 다 내가 군 생활 하면서 그 전까지 들어보지도 못했던 자살이란 말들을 얼마나 많이 들었는 줄 아냐 내가 직접적으로 들은 자살 사건만 3번이나 된 다 그것도 육군에 비해 규모가 엄청나게 작은 공군인데도 말이다,0.0
2210,군대의 폐습은 언제 없어질까,0.0
2211,군대를 없애는 게 더 빠를 듯 싶음,0.0
2212,음주운전 성범죄 처벌은 더 무거워야,0.0
2213,놀라운 건 성추행 당하셨을 때 방관자가 운전석에 있었다는 것,0.0
2214,진짜 선은 넘지마,0.0
2215,당장 해라,0.0
2216,군대는 절대 변하지 않습니다,0.0
2217,내 전 여친도 여군이었는데 너무나 안타깝네요,0.0
2218,무고한 목숨이 얼마나 더 희생되어야 바뀌는가,0.0
2219,맞아요 꼭 성추행 성폭력 뿌리를 뽑아야 합니다,0.0
2220,일단 당사자는 성 관련 한 죄목 말고도 추가로 좀 덧붙이면 좋겠음 일련의 사건으로 군 기강 헤이까지 부추긴 죄로,0.0
2221,이런 건 처형하는 북한이 더 남,0.0
2222,여군이 나 목욕하는 거 훔쳐본 것도 좀 처벌했음 좋겠다 민원 했는데 무고 두려워서 고소 못하고 있는 게 현실,0.0
2223,안 하면 해임해야 됨,0.0
2224,옳소,0.0
2225,이런 싸이코 쓰레기 같은 인간은 믿지 맙시다 인간의 잔혹함은 어디까지인 가동족이라도 안 믿기네 고인의 명복을 빕니다,0.0
2226,한국군은 대대적인 개혁이 필요하다,0.0
2227,미국 여군은 추행과 폭행당하고 실종된 지 2달 뒤에 흉기에 숨진 시신으로 발 견 미군도 안 변하는데 더 수패한 한국군이 변할지,0.0
2228,모병제 실시해야 함,0.0
2229,무기만 첨단화시키면 뭐 합니까 사람도 같이 첨단화시켜야지,0.0
2230,현기차는 시 발 무서워서 보도 못하냐 진짜 쪽팔리다 왜 뉴스하냐 공정하지도 못하면서 언론사들 죄다 현 기차 눈치 보기 바쁘고 진짜 찌질하다,1.0
2231,개무섭 네 씨벌,1.0
2232,미국도 도요타 이후로 급발진 접수 많이 됨 근데 운전자 습관으로 판결 남 급발진 사례 그만큼 없음 후미등이라도 들어오고 튀는 현상 떠도 인정 힘든데 저건 너무 개판 중국이 볼보가 인수 했다지만 저 정도는 아니다 편집 너무 심하게 하냉,1.0
2233,ㅗㅜㅑ 가버렷,1.0
2234,어린이 보호구역 주차 김여사 개씹 ㅋㅋ 노답,1.0
2235,안 전 따지지 말고 결함을 따져라 똥대가리 색히 들아,1.0
2236,한국에 고 장난 거만 모아서 파나보네 새끼들,1.0
2237,뭔 차에 사 출장치를 다냐 잼민이 새끼야 ㅉ,1.0
2238,일단 불법으로 주차하고 한 차선 다 막아버리고 남들 신경 안 쓰는 아주머니 ㅉㅉ,1.0
2239,회사도 중국으로 넘어가고 중국으로 공장 옮기더니 볼보도 저지랄이 네 어휴,1.0
2240,급발진은 진짜 회사를 먼저 털어야 정상이지 ㅅㅂ 운전자 책임이라고 넘기는 게 어딨 누,1.0
2241,지랄 현대에서 급발진 나오는 거 기사화나 되냐 볼보에서 한 대 나오니 인민재판 하냐 현대 기 아 쓰레기 같은 것들,1.0
2242,급발진 어떨까 뭐든지 겪어보기 전까지 쉽게 말하면 안 되는 거 같다 여기서 다들 아지매요 ㅉㅉ이러는 사람들 실제로 겪으면 어떤 말할지 궁금하네 어떤 댓글은 2030대에선 급발진이 없다고 하는데 그건 공론화가 안 되서 모르는 걸 수도 있음 진짜 정확한 건 페달에도 블랙박스 달거나 페달 밟을 때 모니터에 나오게 하거나 증거로 남길 수 있는 어떠한 장치든 달아야 할 것 같음 개소리 못하게 근데 사실 급발진 판단은  현 기술로도 밝힐 수 있지만 제조사 입장에서 안 밝혀주니 씹,1.0
2243,와 근데 운전 ㅈㄴ 잘하네,1.0
2244,김 여사 영상인가 급발진의 대부분은 거의 김 여사던 데,1.0
2245,운전자가 여 자여 뭐 뻔한 거 아니야,1.0
2246,김 여사가 조작 미수 했네,1.0
2247,마지막 광고 넣는 거 ㄹㅇ 멕이는 거네ㅋㅋㅋㅋㅋ 안전의 대명사 ㅇㅈㄹㅋㅋㄱ,1.0
2248,헐ㅇㅇ 시바 보는 내가 겁난 다근데 인터뷰랑 다르게 핸들은 움직이는데 뭐 야 거기다 브레이크 등은,1.0
2249,믿을 수가 있어야지 ㅋㅋㅋ 습관적으로 기 어 변속하고 브레이크가 아니라 엑셀 밟고 있었던 거 아닌가 ㅋㅋㅋ 출발할 생각 없고 전화 통화 중이엇다면 앉앗다고 기 어변 속이 자동으로 되고 급발진했다라그럼 운전자가 없는 상태에서도 차가 지 멋대로 기 어변속되고 급발진하는 영상은 왜 하나도 없는 거지,1.0
2250,안전은 개뿔 중국이 손댄 이상 끝,1.0
2251,아이고 현대 기 아가 그러니깐 보란 듯이 차주한테 떠넘기네 나라꼬라지가 븅신같이 돌아가니 자 국민도 똑같이 대우 받는 거야 이게 어 딜 봐서 운전자 잘못인 거야 ㅋㅋ미친,1.0
2252,ㅋㅋㅋㅋㅋㅋ 2억배상은 뭐야 미친년,1.0
2253,50대 여자 끄덕끄덕,1.0
2254,이제는 하다 못해 운전자에게 떠넘기네게세들 쓰레귀 갇은 게 세들,1.0
2255,볼보 쨍개 차 천국으로 가는 자율주행차 ㅋ,1.0
2256,왜 항상 급발진은 거의 고령자 여성 운전자일까 그게 너무 궁금하다 젊은 남성 운전자 수가 훨씬 많을 텐데,1.0
2257,존 나끄네 진짜로,1.0
2258,감질 맛 나게 편집 그 지같이 해 놨네,1.0
2259,대한민국 이 씨벌 정부 야 수십 년째 국민들이 급발진 오작동에 죽어나가는데 그저 권력 따먹기만 쳐 하고 있고 국민을 위한 법을 좀 만들어라,1.0
2260,뇌피셜 오지고요 ㅋㅋㅋ,1.0
2261,볼보는 운전자 과실이라고 발뺌 쳐하는데 한 사람의 인생이 아작났고 한 가정이 파탄 났는데 ㅅㅂ 국가가 나서서 도와 줘라 징벌적 손해배상도 좀 만들고,1.0
2262,신음소리 나만 꼴 리노,1.0
2263,볼보의 대처가 개쓰레기스럽네 한 사람이 불구가 됐는데 무조건 책임 회피,1.0
2264,주정차를 저기 다 왜 하냐 대부분 여자들 천천히 다녀야 하는데서 폭주고속도로에서 서행함,1.0
2265,김 여사가 김 여사한 거 아닌가 싶음,1.0
2266,진짜 존ㄴ나 무섭겟다,1.0
2267,편집 ㅈ 같아서 못 보겠네,1.0
2268,와시 속 120 앞에 횡단 건너는 사람 없는 게 다행 차도 이런데 고배기량 바이크가 급발진 되면 ㅅ ㅈ됄듯함,1.0
2269,급발진 특 노인이나 여자 운전자가 80 이상임,1.0
2270,별개로 아줌마 주차 잣같이 해놧네,1.0
2271,근데 왜 급발진은 노인과 여성한테만 생길까,1.0
2272,급발진 나는 운전자들은 하나같이 나이 많고 하나같이 운전 경력 많고 하나같이 여 자냐 이건 무슨 공식 같아,1.0
2273,뭐하려고 에서 좆도 ㅂㅅ 같은 근거 들 먹이며 이 거 공론화 시키고 선동하는지는 모르겠지만 이건 그냥 브레이크를 밟았는지 엑셀을 밟았는지만 보 면 됨,1.0
2274,진짜 한녀들 문제 터지면 아악 아악 오또 이지이라 알 하는 거 너무 꼴 보기 싫다,1.0
2275,거지 같은 소리 하 내 저구간에 100키로 말이 된다고 생각 하냐 그것도 여자가 보상하고 사과 해라 질 알 같은 소리 하지 말고,1.0
2276,급발진 특 노인 여성,1.0
2277,와 씨바 안전 때문에 볼보 좋아하고 볼보 살려고 고민하고 있었는디 이게 무슨,1.0
2278,급발진 특징1 여자 2 노인네3 차량이 멈췄다가 다시 출발하는 타이밍에서만 발생함 4 차주가 차량에 대해서 존 나 무지함 5 언플함,1.0
2279,급발진이 흔한 건 줄 아나 ㅋㅋ 저거 백프로 김 여사가 풀악셀 밟은 거임 ㅁㅊ련ㅋㅋㅋ,1.0
2280,왜 이런 사고는 여 편네들만 나노,1.0
2281,주차해 놓은 위치 봐라 와 김 여사 네ㅡㅡ,1.0
2282,역시 중국 자본 들어가면 븅되네,1.0
2283,저 여자가 뒤 쟈야 정상이지 풀 악셀 밟았는데 급발진이라 우기는 꼬라지 ㅋㅋㅋ 브레이크도 안 쳐 밟고 기어는 쳐 바꿔놓고 브레이크인지 알고 악셀 쳐 밟고,1.0
2284,문재인 차가 급발진 나봐야지 국민들 목숨가지고 장난질하는데 재난 컨트롤타워 뭐하냐 재앙정부야,1.0
2285,볼보 ㅉㅉ,1.0
2286,국산차는 왜 이 리 자세히 취재는 안 하는지 ㅉㅉ,1.0
2287,미친 거 아냐 충돌 방지 브레이크 아예 작동을 안 했구만 뭔 개소리 고 볼보 빠는 새키들 너 내도 저렇게 된다,1.0
2288,이런 건 개판 민식이 법은 바로 가결 국 개의원 놈들 지들이 이런 꼬라지 함당해봐야 알지,1.0
2289,ㅈㄹ,1.0
2290,인간성 1도 없는 쓰레기 회사,1.0
2291,누가 도시서 ㅋㅋ 초딩이냐,1.0
2292,응 볼보 나락 ㅈㅂㅅ들 한국인 낙인 몇 년은 가는데 ㅉ,1.0
2293,급발진 주장 영상 특징1 브레이크 밟을 타이밍에 급발진이 일어남 2 3040 남자들은 없음 죄다 여자 또는 늙은 사람 3 브레이크 등 안 들어옴,1.0
2294,졸라 안전하네 니들이나 타라 ㅎㄷㄷ,1.0
2295,제일 ㅈ 같은 게 급발진을 왜 운전자가 증명해야 되는데 급발진이 아니라는 걸 제조사 측에서 증명해야 되는 거 아니냐 니네가 봐도 ㅈ됐다 싶은 거지,1.0
2296,아지매 악세 루 쌔려 밟은 듯 ㅋㅋㅋ,1.0
2297,이런 건 왜 꼭 아줌마들한테만 일어날까,1.0
2298,브레이크 좀 밟아라 아줌마야,1.0
2299,어린이 보호구역인가 빨간 도로 주차 ㅈ 같네,1.0
2300,아주머니 운전 실력 부족하면 크록스 신고 운전하지 마세요,1.0
2301,으 정신병,1.0
2302,여긴 무조건 기업 잘못이네 ㅋㅋ,1.0
2303,볼보 좃 가튼 차네,1.0
2304,급발진 특 틀딱 여자 틀 딱 여자 끝,1.0
2305,미친 쓰레기차,1.0
2306,한녀가 한 녀했다,1.0
2307,남 브레이크를 밟아 봐 여 바 밟고 있어 남 그럼 악셀을 밟아 봐끼익,1.0
2308,이 거 근데 운전자가 여 자라서 잘 알아봐야 됨 김 여사 냄새가 나는 데,1.0
2309,국회의원 놈들아 이런 것 좀 신경 써서 법 좀 바꿔 허구헌 날 지들끼리 싸우지 말고 수박 새끼들아,1.0
2310,방구석 슈마허 또 슬금슬금 기어나오네 ㅋㅋㅋㅋㅋ,1.0
2311,급발진 운전사고가 왜 여자 운전자들이 많은 듯,1.0
2312,여자라 못 믿겠다 차별이라기보다 그들이 그렇게 만들었다,1.0
2313,근데 왜 급발진은 노인분들이나 아줌마들에게서만 일어나냐 저거 백프로 급발진 아니구 운전 미숙이다,1.0
2314,국민 목숨 담보로 자동차 회사에 돈 받아쳐먹는 국 개의원들,1.0
2315,이건 머 정신병산가 ㅋㅋㅋ 내가 운전자 과실이라 햇냐 아마 너보다 운전 오래 햇을 꺼다 ㅋㅋㅋ,1.0
2316,빙신아 저게 운전자 과실로 보이냐 여성 운전자라 면허증은 가지고 씨 부리냐,1.0
2317,여자 운전사가 이 영상의 답임,1.0
2318,솔직히 저차땜에 장애를 갖고 사는 게 진짜 ㅈ 같음,1.0
2319,그냥 수류탄 하나씩 들고 다니지 뭐 씨발,1.0
2320,왜 급발진은 아줌마가 많냐,1.0
2321,쓰레기네 2억원 합의도 싸다,1.0
2322,김 여사,1.0
2323,급발진은 꼭 여성 아니면 노인 이유가 뭘까,1.0
2324,이런 개소리를 다는 이유는 뭘까,1.0
2325,여성 노인이 인지 능력이 떨어지니까 요 엑셀을 브레이크인 줄 알고 냅다 밟고 브레이크 밟았는데 왜 안 멈춰 하고 더 세게 계속 밟은 듯,1.0
2326,대가리가 썩었네,1.0
2327,ㅋㅋㅂㅅ 볼보는 좀 다를 줄 알았지만 한국지사가 있는 이상 어림도 없지,1.0
2328,김 여사가 드라이브에 넣고 오토홀드 작동 영수증 찾는다고 엑셀밞은 ㅋㅋ 급발진도 브레이크 등은 들어오는데 브레이크 자체를 한 번도 안밞 음 ㅋㅋ 심지어 저 볼보 차량에는 크루즈나 그런 자동 주행 기능은 1도 없음 ㅋㅋ 그냥 차선 방지만 있음 운전을 23년 동안 김 여사처럼 했나 봄 자율주행 모드도 없는 차량인데 ㅋㅋㅋㅋ,1.0
2329,어휴 김 여사가 김 여사 짓 한 건데 ㅋㅋ 전화통화 하느라 드라이브 놓고 브레이크 밟는다는 걸 악셀 조졌네 지는 브레이크 밟고 있다 생각할 테니 절대 악셀에서 발 안 뗐겠지 사람 안 죽인 걸 다행으로 알아야지 어디서 운전 미숙으로 2억원을 뜯으려 하나 김 여사는 운전 경력 1달이던 30년이던 다 똑같다,1.0
2330,그러니까 김 여사는 운전하지 말자 차도 ㅋ 싸구려 타는 데 볼보 1억 이하 차는 안탄다,1.0
2331,개새들 차만 처 팔지 말고 안전을 좀 생각하자,1.0
2332,시벌 볼보도 지럴이네 전기장치가 위험하다니까 ㅜ,1.0
2333,아줌마 제발 고만 악셀레타 발 때 고 브레이크 밟으소,1.0
2334,일단 볼보 새끼들은 그냥 죽 여야 됨,1.0
2335,남성 말고 그 성별을 뭐라고 지칭해야 하지 아 그래 염색체가 두 개인 성별 암튼 그 성별이 그 성별 했네 저런 곳에 주차한 거보면,1.0
2336,김 여사잖아 뭘 ㅋㅋ,1.0
2337,편견을 가지긴 싫은데 왜 급발진이라고 주장하는 영상에는 그 성별과 노령 운전자들이 대부분이 죠 ㅡㅡ 의 문입니다,1.0
2338,아니 이건 시 발 급발진으로 감싸줄 게 아니잖어,1.0
2339,와 개무섭겠다,1.0
2340,뇌가 없는 댓글 아닌가ㅋ,1.0
2341,차가 얼마나 싸구려면 저지랄을 하겠노,1.0
2342,또 여사님이 네 힐에 페달 꼇구만 ㅡㅡ,1.0
2343,차가 없다 개쉐이야,1.0
2344,개염병을 떨어라 아주 ㅋㅋ,1.0
2345,국토부 ㄱ 잡뇽들 토나온다,1.0
2346,존 나 무섭다,1.0
2347,개무섭겠다 ㄷㄷ,1.0
2348,김 여사는 아니겠지,1.0
2349,김 여사 목소리 실감 나노,1.0
2350,왜 꼭 김 여사들한테만 이럴 일이 생기냐 ㅋㅋㅋ,1.0
2351,김 여사,1.0
2352,그 성별이라 믿음이,1.0
2353,꼭 급발진 차 운전자는 아줌마가 많을까 왜일까 ㅋㅋㅋㅋㅋㅋㅋ,1.0
