,comment,sentiment,token
2449,미틴 놈들,1.0,"['미', '틴', '놈', '들']"
2450,와 인간 아 니들 사람 맞냐,1.0,"['와', '인간', '아', '니', '들', '사람', '맞냐']"
2451,미친 ㅅㄲ들이네,1.0,"['미친', 'ㅅㄲ', '들이네']"
2452,하여튼 ㅂㅅ들 언론에 나오면 불쌍하다고 네팔에선 신에게 받친다고 소 몇만 마리 모아서 학살한 다 ㅉㅉ,1.0,"['하여튼', 'ㅂㅅ', '들', '언론', '에', '나오면', '불쌍하다고', '네팔', '에선', '신', '에게', '받친다고', '소', '몇', '만', '마리', '모아서', '학살', '한', '다', 'ㅉㅉ']"
2453,인성 쓰레기 새끼들이네,1.0,"['인성', '쓰레기', '새끼', '들', '이네']"
2454,나쁜 노무시키들,1.0,"['나쁜', '노무', '시', '키', '들']"
2455,개색기들 천재지변으로 흔적도 없이 사라져 버려라,1.0,"['개색기', '들', '천재지변', '으로', '흔적', '도', '없이', '사라져', '버려라']"
2456,야 저샛기들 2 뒤졌냐,1.0,"['야', '저', '샛기', '들', '2', '뒤졌냐']"
2457,시발아 그럼 말이 다르잖아,1.0,"['시발', '아', '그럼', '말', '이', '다르잖아']"
2458,진짜 미치광이 새끼들이 다 진짜로,1.0,"['진짜', '미치광이', '새끼', '들', '이', '다', '진짜', '로']"
2459,모야 이 야만 인 ㅅㄲ들은 원시인이냐 어 휴 사람 ㅅㄲ들 아니네,1.0,"['모야', '이', '야만', '인', 'ㅅㄲ', '들은', '원시인', '이냐', '어', '휴', '사람', 'ㅅㄲ', '들', '아니네']"
2460,먹을 것이 그렇게 없디 쒸래 기네ㅉ,1.0,"['먹을', '것', '이', '그렇게', '없디', '쒸', '래', '기네', 'ㅉ']"
2461,ㅅ발 저 새끼들은 양심도 없나 ㅅ발 몇 마리만 잡으면 되지 개 같네,1.0,"['ㅅ', '발', '저', '새끼', '들', '은', '양심', '도', '없나', 'ㅅ', '발', '몇', '마리', '만', '잡으면', '되지', '개', '같네']"
2462,쓰레기들,1.0,"['쓰레기', '들']"
2463,전통 ㅇㅈㄹ,1.0,"['전통', 'ㅇㅈㄹ']"
2464,바이킹 ㅈㄴ 미개한 민족이 노,1.0,"['바이킹', 'ㅈㄴ', '미개한', '민족', '이', '노']"
2465,왜 저러는 거지 미친 것들,1.0,"['왜', '저러는', '거지', '미친', '것', '들']"
2466,ㅡㅡ미친 놈들이 네ㅡㅡㅡㅡ,1.0,"['ㅡㅡ', '미친', '놈', '들', '이', '네', 'ㅡㅡㅡㅡ']"
2467,미친,1.0,['미친']
2468,미친 넘들이 네 진짜,1.0,"['미친', '넘', '들이', '네', '진짜']"
2469,와시발,1.0,"['와', '시발']"
2470,야만인 새끼들,1.0,"['야만인', '새끼', '들']"
2471,저딴 게 뭔 전통이 여시 발족ㅈ같네,1.0,"['저딴', '게', '뭔', '전통', '이', '여시', '발족', 'ㅈ', '같네']"
2472,개미친,1.0,"['개미', '친']"
2473,진짜 미친 새끼들 진짜 미 친놈들이 네 저 새끼들도 바다에 빠트려서 작살로 대가 리 조준해서 죽여야 됨,1.0,"['진짜', '미친', '새끼', '들', '진짜', '미', '친놈', '들', '이', '네', '저', '새끼', '들', '도', '바다', '에', '빠트려', '서', '작살', '로', '대가', '리', '조준', '해서', '죽여야', '됨']"
2474,ㅅㅂ 저게 사람 새끼들이냐 ㅋㅋ,1.0,"['ㅅㅂ', '저', '게', '사람', '새끼', '들', '이냐', 'ㅋㅋ']"
2475,아니 ㅆ벌 썸넬 보고 두 눈을 의심했네 여가 무슨 구석기시대냐,1.0,"['아니', 'ㅆ', '벌', '썸넬', '보고', '두', '눈', '을', '의심', '했네', '여가', '무슨', '구석기시대', '냐']"
2476,존 나 야만스럽고 미개하다,1.0,"['존', '나', '야만스럽고', '미개하다']"
2477,미친 새끼들이네,1.0,"['미친', '새끼', '들', '이네']"
2478,찾아가서 맞짱 ㅈ ㄴ 뜨고 싶네,1.0,"['찾아가서', '맞짱', 'ㅈ', 'ㄴ', '뜨고', '싶네']"
2479,진짜 욕 나오네,1.0,"['진짜', '욕', '나오네']"
2480,저 십새들,1.0,"['저', '십', '새', '들']"
2481,개 시 ㅂ,1.0,"['개', '시', 'ㅂ']"
2482,ㅅ 1발 진짜 사람 ㅅ낀 가 타노스형 인간 좀 다 죽 여줘 빌 게이츠형 치사율 100퍼센트 바이러스 좀 개발해줘 그냥 인류 끝내줘 제 발 미안해서 못 살겠어,1.0,"['ㅅ', '1', '발', '진짜', '사람', 'ㅅ', '낀', '가', '타', '노스', '형', '인간', '좀', '다', '죽', '여줘', '빌', '게이츠', '형', '치사', '율', '100', '퍼센트', '바이러스', '좀', '개발', '해줘', '그냥', '인류', '끝내줘', '제', '발', '미안해서', '못', '살겠어']"
2483,개싸이코들이 네 정신병자들,1.0,"['개', '싸이코', '들', '이', '네', '정신', '병자', '들']"
2484,시발 대체 왜 저러는 거야,1.0,"['시발', '대체', '왜', '저러는', '거야']"
2485,어우 역겹다,1.0,"['어우', '역겹다']"
2486,자동으로 욕 나온 다 시 벌ㅡㅡ,1.0,"['자동', '으로', '욕', '나온', '다', '시', '벌', 'ㅡㅡ']"
2487,구역질나는 것들,1.0,"['구역질', '나', '는', '것', '들']"
2488,ㄹㅇ싸패 같다,1.0,"['ㄹㅇ', '싸', '패', '같다']"
2489,미친 놈들 아니야,1.0,"['미친', '놈', '들', '아니야']"
2490,정말 쓰레기들이네,1.0,"['정말', '쓰레기', '들', '이네']"
2491,ㅅㅂ 장난해 진짜 개 역 겨워 저런 인간들 다 범고래한테 씹어 먹혀버렸으면 좋겠네,1.0,"['ㅅㅂ', '장난', '해', '진짜', '개', '역', '겨워', '저런', '인간', '들', '다', '범고래', '한테', '씹어', '먹혀', '버렸으면', '좋겠네']"
2492,일본만 저 ㅈㄹ 하는 게 아니었구나 개늠들,1.0,"['일본', '만', '저', 'ㅈㄹ', '하는', '게', '아니었구나', '개늠들']"
2493,ㅁㅊ놈들,1.0,"['ㅁㅊ', '놈', '들']"
2494,변태 새끼들,1.0,"['변태', '새끼', '들']"
2495,미친 인간들,1.0,"['미친', '인간', '들']"
2496,도저히 못 보겠다 야만 새 낃ㄹ,1.0,"['도저히', '못', '보겠다', '야만', '새', '낃', 'ㄹ']"
2497,진짜 문화 저급하다 ㅋㅋㅋㅋㅋㅋㅋㅋ,1.0,"['진짜', '문화', '저급하다', 'ㅋㅋㅋㅋㅋㅋㅋㅋ']"
2498,ㅅㅂ미친 걍 니들도 학살 당했으면,1.0,"['ㅅㅂ', '미친', '걍', '니', '들', '도', '학살', '당했으면']"
2499,존 나 미개해,1.0,"['존', '나', '미개해']"
2500,개쓰레기들이네,1.0,"['개', '쓰레기', '들', '이네']"
2501,와 이걸 또 햇나 개미친 새끼덜,1.0,"['와', '이', '걸', '또', '햇', '나', '개미', '친', '새끼', '덜']"
2502,ㅅㅂ 역겹네,1.0,"['ㅅㅂ', '역겹네']"
2503,완전 쓰레기네 이 사람들,1.0,"['완전', '쓰레기', '네', '이', '사람', '들']"
2504,씨발,1.0,['씨발']
2505,끔찍하고 토나온다,1.0,"['끔찍하고', '토나온다']"
2506,헐ㅅㅂ 뭐야 저게,1.0,"['헐', 'ㅅㅂ', '뭐', '야', '저', '게']"
2507,추하다,1.0,['추하다']
2508,이 새끼들 재미로 잡는 거 같네,1.0,"['이', '새끼', '들', '재미', '로', '잡는', '거', '같네']"
2509,고기는 잘 먹으면서 이 중성 ㅅㅂㅋㅋ,1.0,"['고기', '는', '잘', '먹으면서', '이', '중성', 'ㅅㅂㅋㅋ']"
2510,미친 것들 아냐,1.0,"['미친', '것', '들', '아냐']"
2511,도랏나 미친놈들이 네 진짜,1.0,"['도랏', '나', '미친', '놈', '들', '이', '네', '진짜']"
2512,미친 새끼들 할 말이 없다,1.0,"['미친', '새끼', '들', '할', '말', '이', '없다']"
2513,싸이코 같다 ㄹㅇ,1.0,"['싸이코', '같다', 'ㄹㅇ']"
2514,ㅆ발 이건 아니지,1.0,"['ㅆ', '발', '이건', '아니지']"
2515,개 불쌍하다,1.0,"['개', '불쌍하다']"
2516,ㅈㄴ 제미 있겟 네 ㅋㅋ,1.0,"['ㅈㄴ', '제', '미', '있겟', '네', 'ㅋㅋ']"
2517,미친 새끼들 아니야 ㅋㅋㅋㅋㅋㅋㅋ 뭔 생각이지,1.0,"['미친', '새끼', '들', '아니야', 'ㅋㅋㅋㅋㅋㅋㅋ', '뭔', '생각', '이지']"
2518,사이코패스나 라야,1.0,"['사이코패스', '나', '라야']"
2519,저 병신 같은 나라는 어디여,1.0,"['저', '병신', '같은', '나라', '는', '어디', '여']"
2520,와 저 사람들 싸이코 네,1.0,"['와', '저', '사람', '들', '싸이코', '네']"
2521,쓰레기들,1.0,"['쓰레기', '들']"
2522,무식한 족 속들,1.0,"['무식한', '족', '속', '들']"
2523,장애인들이 네 저런 짓 하는 새끼들이 사람들도 죽인다,1.0,"['장애인', '들', '이', '네', '저런', '짓', '하는', '새끼', '들', '이', '사람', '들', '도', '죽인다']"
2524,저게 인간들이라고 와 씨 발 저런 것들도 사람이라고 먹고 자 고 싸고 하겠지 개 같은 것들 진짜,1.0,"['저', '게', '인간', '들', '이라고', '와', '씨', '발', '저런', '것', '들', '도', '사람', '이라고', '먹고', '자', '고', '싸고', '하겠지', '개', '같은', '것', '들', '진짜']"
2525,다 뒤지게 저기 다 핵쏘고 싶다,1.0,"['다', '뒤지게', '저기', '다', '핵', '쏘고', '싶다']"
2526,추악한 것들,1.0,"['추악한', '것', '들']"
2527,미개하다 진심으로 ㅋㅋㅋㅋ,1.0,"['미개하다', '진심', '으로', 'ㅋㅋㅋㅋ']"
2528,미쳐 따 개눔들,1.0,"['미쳐', '따', '개눔들']"
2529,웃는 모습 진짜 정신병자들 같다,1.0,"['웃는', '모습', '진짜', '정신', '병자', '들', '같다']"
2530,역겨워서 토나와,1.0,"['역겨워서', '토나와']"
2531,진짜 미 친놈들이 다 심지어 마스크도 없어 야만스럽기 짝이 없다,1.0,"['진짜', '미', '친놈', '들', '이', '다', '심지어', '마스크', '도', '없어', '야만스럽기', '짝', '이', '없다']"
2532,진짜 미개하다 ㅋㅋㅋ,1.0,"['진짜', '미개하다', 'ㅋㅋㅋ']"
2533,아니 ㅆ 레기 사람들이네,1.0,"['아니', 'ㅆ', '레기', '사람', '들', '이네']"
2534,그 전통으로 니네 그 잔혹한 대가리 따라,1.0,"['그', '전통', '으로', '니', '네', '그', '잔혹한', '대가리', '따라']"
2535,미친 존 나역겹 네 코쟁이들,1.0,"['미친', '존', '나', '역겹', '네', '코', '쟁이', '들']"
2536,저 새끼들은 고래 없어지면 내가 한 거 아니라고 ㄹㅇ ㅈㄹ 랄 떤다 ㅉㅉ,1.0,"['저', '새끼', '들', '은', '고래', '없어지면', '내', '가', '한', '거', '아니라고', 'ㄹㅇ', 'ㅈㄹ', '랄', '떤다', 'ㅉㅉ']"
2537,미개하구먼,1.0,['미개하구먼']
2538,개씨 발 저게 뭐야,1.0,"['개', '씨', '발', '저', '게', '뭐', '야']"
2539,미친 인간들,1.0,"['미친', '인간', '들']"
2540,개시바 진짜 개쌍욕이 절로 나오네 개잔인해서,1.0,"['개', '시바', '진짜', '개', '쌍욕', '이', '절로', '나오네', '개', '잔인해서']"
2541,아 진짜 죽 여버리고 싶다 살인 충동,1.0,"['아', '진짜', '죽', '여', '버리고', '싶다', '살인', '충', '동']"
2542,아니 저게 사람 새끼냐,1.0,"['아니', '저', '게', '사람', '새끼', '냐']"
2543,와 ㅅㅂ 양심,1.0,"['와', 'ㅅㅂ', '양심']"
2544,저런 새끼들은 중국에 가서 홍수로 뒤져야 됨,1.0,"['저런', '새끼', '들', '은', '중국', '에', '가서', '홍수', '로', '뒤져야', '됨']"
2545,어우 미친 샛기들,1.0,"['어우', '미친', '샛기들']"
2546,악마 새끼들,1.0,"['악마', '새끼', '들']"
2547,일본 개 노무새 키긓,1.0,"['일본', '개', '노무', '새', '키긓']"
2548,무식하다,1.0,['무식하다']
2549,저기에 핵한방 떨구고 싶네ㅡㅡ,1.0,"['저기', '에', '핵', '한', '방', '떨구고', '싶네', 'ㅡㅡ']"
2550,저게 뭐하는 짓이냐 미 친놈들이네,1.0,"['저', '게', '뭐', '하는', '짓', '이냐', '미', '친놈', '들', '이네']"
2551,ㄱㅅㄲ들,1.0,"['ㄱㅅㄲ', '들']"
2552,마개로 막는 약 아빠진 미친 것들 ㅉㅉ,1.0,"['마개', '로', '막는', '약', '아빠', '진', '미친', '것', '들', 'ㅉㅉ']"
2553,적당히를 모르는 ㅅㄲ들,1.0,"['적당히를', '모르는', 'ㅅㄲ', '들']"
2554,ㅁㅊ 놈들이네,1.0,"['ㅁㅊ', '놈', '들', '이네']"
2555,정신병자들,1.0,"['정신', '병자', '들']"
2556,씨발놈들이 우리가 애지중지해서 보호하는 걸로 축제 즐기고 있네,1.0,"['씨발', '놈', '들', '이', '우리', '가', '애지중지', '해서', '보호', '하는', '걸', '로', '축제', '즐기고', '있네']"
2557,개쓰레기 나라네,1.0,"['개', '쓰레기', '나라', '네']"
2558,싸이코패스들,1.0,"['싸이코패스', '들']"
2559,저인간들 다 죽이고 싶다,1.0,"['저', '인간', '들', '다', '죽', '이고', '싶다']"
2560,초등학생은 잼민이가 아니다 너 한데 한 말 아닌데 찔리냐 잼 민아ㅋ,1.0,"['초등학생', '은', '잼민', '이', '가', '아니다', '너', '한데', '한', '말', '아닌데', '찔리냐', '잼', '민아', 'ㅋ']"
2561,이런 미친 ㄴ 들 그러고도 사람이냐,1.0,"['이런', '미친', 'ㄴ', '들', '그러고도', '사람', '이냐']"
2562,ㅅㅂ 사람이 할 짓이 아니네,1.0,"['ㅅㅂ', '사람', '이', '할', '짓', '이', '아니네']"
2563,쉬벌 야 만족들,1.0,"['쉬벌', '야', '만족', '들']"
2564,정신병 있나,1.0,"['정신병', '있나']"
2565,저런 쓰레기 같이 인간이 인내,1.0,"['저런', '쓰레기', '같이', '인간', '이', '인내']"
2566,개쓰레기네,1.0,"['개', '쓰레기', '네']"
2567,저 인간 쓰레기네,1.0,"['저', '인간', '쓰레기', '네']"
2568,다 죽여야 함,1.0,"['다', '죽여야', '함']"
2569,미칭 잉간들,1.0,"['미칭', '잉간', '들']"
2570,미띤놈들,1.0,['미띤놈들']
2571,뇌절 오지네 받네 시 발,1.0,"['뇌절', '오지', '네', '받네', '시', '발']"
2572,ㅅㅂ이 딴 것 좀 하지마,1.0,"['ㅅㅂ', '이', '딴', '것', '좀', '하지마']"
2573,하 씨발,1.0,"['하', '씨발']"
2574,감성충들 역겹네ㅋㅋ 겨우 동물 죽인 걸로 ㅂㄷㅂㄷㅋㅋ 채식주의자면 ㅇㅈ,1.0,"['감성', '충', '들', '역겹네', 'ㅋㅋ', '겨우', '동물', '죽인', '걸', '로', 'ㅂㄷㅂㄷㅋㅋ', '채식주의자', '면', 'ㅇㅈ']"
2575,사람 새끼들 맞나,1.0,"['사람', '새끼', '들', '맞나']"
2576,ㅈㄴ 미개하네,1.0,"['ㅈㄴ', '미개하네']"
2577,진짜 역겹네,1.0,"['진짜', '역겹네']"
2578,ㅅㅂ 이게 처 돌았나,1.0,"['ㅅㅂ', '이', '게', '처', '돌았나']"
2579,시발 그냥 멸망 ㄱ,1.0,"['시발', '그냥', '멸망', 'ㄱ']"
2580,저런 처죽 일 쓰레기들 저 야만인들 천벌받는다,1.0,"['저런', '처죽', '일', '쓰레기', '들', '저', '야만', '인들', '천벌', '받는다']"
2581,ㅅㅂ 저게 인간이냐,1.0,"['ㅅㅂ', '저', '게', '인간', '이냐']"
2582,토나올 뻔 입에서 토맛이,1.0,"['토나올', '뻔', '입', '에서', '토맛', '이']"
2583,미친 짓이지,1.0,"['미친', '짓', '이지']"
2584,닥쳐 닭 돼지 소 처 먹지마,1.0,"['닥쳐', '닭', '돼지', '소', '처', '먹지마']"
2585,싸이코 아니냐 웃는 가보면,1.0,"['싸이코', '아니냐', '웃는', '가보면']"
2586,ㅠㅜ미친 놈들,1.0,"['ㅠㅜ', '미친', '놈', '들']"
2587,쓰레기들,1.0,"['쓰레기', '들']"
2588,ㅁㅊㄱㄷ,1.0,['ㅁㅊㄱㄷ']
2589,진짜 욕 안 하고 싶지만 저런 것들은 정말 씹 ㅅㅐ 다 저런 짓 하는 것들 부모도 잡아서 똑같이 해야 한다,1.0,"['진짜', '욕', '안', '하고', '싶지만', '저런', '것', '들', '은', '정말', '씹', 'ㅅㅐ', '다', '저런', '짓', '하는', '것', '들', '부모', '도', '잡아서', '똑같이', '해야', '한다']"
2590,어휴 역겨워 미친 것들,1.0,"['어휴', '역겨워', '미친', '것', '들']"
2591,와 처 웃고 있네,1.0,"['와', '처', '웃고', '있네']"
2592,완전 미 친놈들 이네,1.0,"['완전', '미', '친놈', '들', '이네']"
2593,미쳤나봐 벌받아 너네들,1.0,"['미쳤나', '봐', '벌', '받아', '너', '네', '들']"
2594,도른 자들,1.0,"['도른', '자', '들']"
2595,니 애미 ㅋ,1.0,"['니', '애', '미', 'ㅋ']"
2596,천벌을 받을 미친 것들,1.0,"['천벌', '을', '받을', '미친', '것', '들']"
2597,ㅆㅂ 욕밖에 안 나온 다 ㄱㅅㄲㄷ,1.0,"['ㅆㅂ', '욕', '밖에', '안', '나온', '다', 'ㄱㅅㄲㄷ']"
2598,와싸이코네 완전,1.0,"['와', '싸이코', '네', '완전']"
2599,이 악마 같은 놈들,1.0,"['이', '악마', '같은', '놈', '들']"
2600,잔인한 ㅅㄲ,1.0,"['잔인한', 'ㅅㄲ']"
2601,진짜 인간 말종들이다,1.0,"['진짜', '인간', '말종', '들', '이다']"
2602,인간 쓰레기들,1.0,"['인간', '쓰레기', '들']"
2603,역겹다,1.0,['역겹다']
2604,시부레 성악설 아 맞는 듯,1.0,"['시', '부레', '성악설', '아', '맞는', '듯']"
2605,사이코 같음,1.0,"['사이코', '같음']"
2606,와 ㅆㅂ 미친 욕 태배가지로 나오네,1.0,"['와', 'ㅆㅂ', '미친', '욕', '태', '배가지로', '나오네']"
2607,또 라이들이네,1.0,"['또', '라이', '들', '이네']"
2608,모자란 ㅅㄲ,1.0,"['모자란', 'ㅅㄲ']"
2609,ㅅㅂ 저건좀,1.0,"['ㅅㅂ', '저건', '좀']"
2610,개역겹 다 진짜,1.0,"['개역', '겹', '다', '진짜']"
2611,ㅣ발,1.0,"['ㅣ', '발']"
2612,저거면 택배상하차도 젖밥이네,1.0,"['저', '거', '면', '택배', '상', '하차', '도', '젖밥', '이네']"
2613,어쩌라는 거지 이건 진짜 능지 문제네,1.0,"['어쩌', '라는', '거지', '이건', '진짜', '능지', '문제', '네']"
2614,무슨 개소리,1.0,"['무슨', '개', '소리']"
2615,살라고 졸라 뛰어가 네ㅋㅋㅋ,1.0,"['살라', '고', '졸라', '뛰어가', '네', 'ㅋㅋㅋ']"
2616,얘내는 집도 바다에 오염수도 바다에 ㅉㅉ,1.0,"['얘', '내는', '집도', '바다', '에', '오염수', '도', '바다', '에', 'ㅉㅉ']"
2617,일본 이야기 잘나가다가 왜 우리나라를 비교하는 거로 마무리 질이야 기래기야,1.0,"['일본', '이야기', '잘나가다가', '왜', '우리나라', '를', '비교', '하는', '거', '로', '마무리', '질', '이야', '기', '래', '기', '야']"
2618,저것도 우리 탓한다며 ㅅㅂ 것들 더 무너져 버러라 싹 다 밀어부러라,1.0,"['저', '것', '도', '우리', '탓', '한다며', 'ㅅㅂ', '것', '들', '더', '무너져', '버러', '라', '싹', '다', '밀어', '부러', '라']"
2619,개꿀,1.0,['개꿀']
2620,중국이 저렇게 당해야 할 텐데 시발럼들,1.0,"['중국', '이', '저렇게', '당해야', '할', '텐데', '시발', '럼', '들']"
2621,개꿀ㅋ,1.0,"['개꿀', 'ㅋ']"
2622,쓰레기 같은 올림픽 개최보다 산 사태나 코로나 때문에 자국 국민들은 먼저 구해야 할 듯,1.0,"['쓰레기', '같은', '올림픽', '개최', '보다', '산', '사태', '나', '코로나', '때문', '에', '자국', '국민', '들', '은', '먼저', '구해', '야', '할', '듯']"
2623,하 진짜 윗 대가리들이 ㅂㅅ 이면 밑에서 죽어나간 느 거지,1.0,"['하', '진짜', '윗', '대가리', '들', '이', 'ㅂㅅ', '이면', '밑', '에서', '죽어', '나간', '느', '거지']"
2624,업보다 업보야 ㅉㅉㅉ,1.0,"['업보', '다', '업보', '야', 'ㅉㅉㅉ']"
2625,댓글에 미친 새끼들 많네 ㅋㅋㅋㅋㅋ 저 놈들이 일본 방구석 넷우익들이랑 뭐가 달라 사람이 죽었는데 사이다 이지랄 떠네 그리고 자연의 반격이 다 뭐 다 이지랄도 짜증난다 씨 발 지가 겪으면 살려달라 울고 불고 할 거면서 남이 겪는 자연재해에 걱정은 커녕 지구의 반격이 다 지구가 정화하려 한 다 이지랄 떠네,1.0,"['댓글', '에', '미친', '새끼', '들', '많네', 'ㅋㅋㅋㅋㅋ', '저', '놈', '들', '이', '일본', '방', '구석', '넷우익', '들', '이랑', '뭐', '가', '달라', '사람', '이', '죽었는데', '사이다', '이', '지랄', '떠네', '그리고', '자연', '의', '반격', '이', '다', '뭐', '다', '이', '지랄', '도', '짜증난다', '씨', '발', '지가', '겪으면', '살려', '달라', '울', '고', '불', '고', '할', '거', '면서', '남', '이', '겪는', '자연재해', '에', '걱정', '은', '커녕', '지구', '의', '반격', '이', '다', '지구', '가', '정화', '하려', '한', '다', '이', '지랄', '떠네']"
2626,오예 기 분존 나 좋네 오예,1.0,"['오예', '기', '분존', '나', '좋네', '오예']"
2627,쓰나미가 와야 되는데 아쉽네요,1.0,"['쓰나미', '가', '와야', '되는데', '아쉽네요']"
2628,쌤통 데스네,1.0,"['쌤통', '데스', '네']"
2629,일본 사람들 진짜 불쌍하다 ㅠㅠ 원래 일본이라는 나라를 ㅈㄴ 했는데,1.0,"['일본', '사람', '들', '진짜', '불쌍하다', 'ㅠㅠ', '원래', '일본', '이라는', '나라', '를', 'ㅈㄴ', '했는데']"
2630,저번에 걱정하다가 뒷통수 쳐 맞았지,1.0,"['저번', '에', '걱정', '하다가', '뒷', '통수', '쳐', '맞았지']"
2631,일본 침몰 사이닼ㅋㅋㅋ,1.0,"['일본', '침몰', '사이', '닼', 'ㅋㅋㅋ']"
2632,일본이 피해 입은 거 ㄹㅇ 꿀잼이 네 ㅋㅋㅋ,1.0,"['일본', '이', '피해', '입은', '거', 'ㄹㅇ', '꿀잼', '이', '네', 'ㅋㅋㅋ']"
2633,요새 지구 기후가 심상치 않던데 갈수록 자연재해 빈번해질 듯 올림픽이나 취소해라 미친 나라야,1.0,"['요새', '지구', '기후', '가', '심', '상치', '않던데', '갈수록', '자연재해', '빈번', '해질', '듯', '올림픽', '이나', '취소', '해라', '미친', '나라', '야']"
2634,죽든 말든지 다 자업자 득 옛 조상 업보지뭐 1도 안 안쓰럽다 거짓말만 해대는 것들 빨리 끝나버려라,1.0,"['죽든', '말', '든지', '다', '자', '업자', '득', '옛', '조상', '업보', '지', '뭐', '1', '도', '안', '안쓰럽다', '거짓말', '만', '해대', '는', '것', '들', '빨리', '끝나', '버려라']"
2635,저기 사람 있었으면 ㅈㄴ 놀라겠누ㅋㅋㅋㅋㅋㅋ,1.0,"['저기', '사람', '있었으면', 'ㅈㄴ', '놀라겠', '누', 'ㅋㅋㅋㅋㅋㅋ']"
2636,뭔 개소리야 ㅋㅋㅋ 어디 극우 커뮤니티에서 떠든 걸 성급한 일반화 하고 계시네,1.0,"['뭔', '개', '소리', '야', 'ㅋㅋㅋ', '어디', '극우', '커뮤니티', '에서', '떠든', '걸', '성급한', '일반', '화', '하고', '계시', '네']"
2637,ㅋㅋㅋㅋㅋㅋㅋㅋ ㅂㅅ이냐 중 2병이야 암흑의 힘으로 한국에서 저주 내렸다 이거 임 피해망상 ㅇㅈ 네 ㅋ,1.0,"['ㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅂㅅ', '이냐', '중', '2', '병', '이야', '암흑', '의', '힘', '으로', '한국', '에서', '저주', '내렸다', '이', '거', '임', '피해망상', 'ㅇㅈ', '네', 'ㅋ']"
2638,아 그렇네 썅,1.0,"['아', '그렇네', '썅']"
2639,니네는 꼭 망언을 지껄 일 때마다 국난이 일어나더라,1.0,"['니', '네', '는', '꼭', '망언', '을', '지껄', '일', '때', '마다', '국난', '이', '일어나더라']"
2640,ㅗ,1.0,['ㅗ']
2641,평상시 죄를 많이 지었기 때문에 열도는 저주 받았어 ㅉㅉㅉㅉㅉ 여전히 아직도 교화되지 않은 전범국 강력 전과자의 말로는 뻔하지요,1.0,"['평상시', '죄', '를', '많이', '지었기', '때문', '에', '열도', '는', '저주', '받았어', 'ㅉㅉㅉㅉㅉ', '여전히', '아직도', '교화', '되지', '않은', '전범', '국', '강력', '전과자', '의', '말', '로는', '뻔하지요']"
2642,청와대나 쓸어버리지,1.0,"['청와대', '나', '쓸어', '버리지']"
2643,ㅅㅂㅋㄱㅋㅋㅋㅋ,1.0,['ㅅㅂㅋㄱㅋㅋㅋㅋ']
2644,ㅋㅋㅋ 개 웃기네,1.0,"['ㅋㅋㅋ', '개', '웃기', '네']"
2645,스고 이 스고 이 스고 이데스네,1.0,"['스', '고', '이', '스', '고', '이', '스', '고', '이', '데스', '네']"
2646,올림픽만 신경 쓰는 똥 덩어리 정치인 국민들 개불쌍,1.0,"['올림픽', '만', '신경', '쓰는', '똥', '덩어리', '정치인', '국민', '들', '개불', '쌍']"
2647,지랄 신은 없어 병신아 ㅋㅋㅋ 애초에 지옥 불이라는 거가 뭔데 ㅅㅂㅋㅋㅋㅋ 산소가 있어야지 연소가 되는데 지금 23가 불탄다면 10분도 안 되서 사라질 텐데 10분이면 우리 인간 죽 지도 않아 ㅋㅋ,1.0,"['지랄', '신은', '없어', '병신', '아', 'ㅋㅋㅋ', '애초', '에', '지옥', '불', '이라는', '거가', '뭔', '데', 'ㅅㅂㅋㅋㅋㅋ', '산소', '가', '있어야지', '연소', '가', '되는데', '지금', '23', '가', '불탄다면', '10분', '도', '안', '되서', '사라질', '텐데', '10분', '이면', '우리', '인간', '죽', '지도', '않아', 'ㅋㅋ']"
2648,불쌍한 재민이들,1.0,"['불쌍한', '재민', '이', '들']"
2649,저런데도 트위터에 일뽕 엄청 나더라,1.0,"['저런데도', '트위터', '에', '일', '뽕', '엄청', '나더라']"
2650,너 프 사부터 바꿔 멍청아,1.0,"['너', '프', '사', '부터', '바꿔', '멍', '청아']"
2651,우리는 트페미가 있지 ㅋㅋ,1.0,"['우리', '는', '트페', '미가', '있지', 'ㅋㅋ']"
2652,우리 나라였으면 피해 더 심각했음 특히 부산은 존 나 위험해 보임,1.0,"['우리', '나라였으면', '피해', '더', '심각했음', '특히', '부산', '은', '존', '나', '위험해', '보임']"
2653,이번 한국에 철거 붕괴로 9명 사망할 때 기 뻐서 박수치던 일본 세기들 애도하는 사람 별로 없음 그 비율이 82로 압도 적임,1.0,"['이번', '한국', '에', '철거', '붕괴', '로', '9', '명', '사망', '할', '때', '기', '뻐', '서', '박수치던', '일본', '세기', '들', '애도', '하는', '사람', '별로', '없음', '그', '비율', '이', '82', '로', '압도', '적임']"
2654,목숨을 바치면서까지 한국에게 웃음을 주는 일본 감사합니다,1.0,"['목숨', '을', '바치면서까지', '한국', '에게', '웃음', '을', '주는', '일본', '감사합니다']"
2655,ㅂㅅ,1.0,['ㅂㅅ']
