,0
6227,"왠만해서 다른 동물학대나 유기관련 영상 끝까지 잘보는데도 이건 못보겠네, 중간중간 웃고있거나 카메라 든 인간들 너무 역겹고 동물들에게 너무 미안하다.."
6228,법몰라
6229,법을따라이새끼들아
6230,그건전통이아니야
6231,정말...할말을 잃었다...슬프고 분노가 치민다..
6232,이영상을보고도  성선설을 믿는사람은 <br>성선설을 믿는거 자체만으로도<br>성악설이 옳다는 증거다
6233,그런다고나아지냐
6234,멸종위기동물 인데 사정없이 죽이네
6235,처환경이나생각홰
6236,미친거지 ㅡㅡ 말이되냐 이게 진자 와..
6237,□□ 놈들아!
6238,헐...이게 무슨일이야!!! 낑낑 거리는 아기 고래들 좀 봐요ㅠㅠㅠㅠㅠㅠㅜㅠㅠㅠㅠ 마음 아파ㅠㅠㅠㅠㅠㅠ
6239,처죽을놈들
6240,동물도 동권 있습니다!
6241,전통 같은 소리하네  이런건 악습이다
6242,고래를 죽이지 마요
6243,대학살현장이야학생들이노는곳에서고래를죽여미친놈들어
6244,저런 전통은 이해할 수가 없다....
6245,와 미쳤다.....와.... 진짜 소름이다 인간이 할짓이가
6246,고래를왜죽이냐
6247,진짜 전통이란이름하나만으로...식량이부족한것도아닌데 무의미하게 멸종위기종을 씨를더말리는행위는 미친짓인거같다....
6248,@김선민 멍청하누 그러면 넌 이미 죽었겠지 ㅋㅋㅋ
6249,씨 안 말라요
6250,ㅇㅈ고래도 체계적으로 양식해서 소닭돼지 잡아먹듯 먹어야 착한살생인데
6251,ㅇ역겨운새끼들
6252,"그냥 인간들은 다 죽어야 이 지구에 평화가 찾아옴. 지금 날씨,기온만 보더라도 멀지 않은 듯."
6253,먼저 가세요
6254,그냥 광주처럼 전국에서 건물붕괴사고 더 나야함 ㅋㅋㅋ
6255,당장 오늘 인류가 멸종해도 지구 이미 ㅆㅊ남
6256,ㅈㄴ맛잇겟다
6257,아 진짜... 넘 미개하다...
6258,와 이건 아니다 정말
6259,와 사람이아니네 어떻게 저리잔인할수가있지...말이안나오네 <br>저건전통이고 축제고 그냥학살이네 상어밥들이나 됐으면 좋겠네 퉷~~
6260,이게 축제냐?
6261,일본을 욕할때 자기 나라를 보는게 어떨까
6262,이게 사람이할짓이냐
6263,중국이 그랫으면 개난리 할건데.  꼼짝도 못하네
6264,씨 셰퍼드가 참교육 했으면 좋겠다
6265,인간들에 욕심이 무섭다
6266,고래는 식용이 아니라 보호용이다 이것들아..
6267,개고기는 약과엿노 ㅋㅋㅋ
6268,한국도 고래잡이가 이루어진 적이 있고 하니
6269,주여 용서하소서 ..
6270,"거기 어디냐?? 인도네시아에 문명이랑 고립된섬, 국가에서 출입금지한 외부인오면 다 죽이는 부족사는데 얘들도 거기에 처넣어야함 걔들도 그게 전통이거든 ^~^"
6271,일본ㅅㄲ들 암튼 잔인해
6272,우리나라도 개고기먹는데 저사람들 욕할권리는 없지 식용개는 저거보다 더욱더 심하게 고통받으며 도축된다
6273,헐...........
6274,이런건 첨 봐요 울 나라 개고기 먹는다고 미개인으로 취급하면서 자기들도 미개인 행동을 합니다  젤 잔인한 동물이 인간이네요  동물들한테 미안해요
6275,미친또라이들~~저게모하는 짓이야~고래가 죽어가는데 웃고 사진까지 찍어가면서 좋다고 날리니~~ 인간이 할짓이냐구요~~똑같이 작살로 머리찌르면 좋겠지 아프겠지 ~~전통이라고 하는데 저건 전통이 아니라 동물학대입니다~~ 해양보호단체에서 강력하게 반대해야합니다
6276,언젠간 인간도 저렇게 놀이감으로 전락할수 있다는걸 인지 해야한다...
6277,미국이 전통을 살려서 핵폭탄을 떨구기를 다란다!
6278,홀 당연히 일본인줄 알았더니 덴마크 미쳤네
6279,마스크쓰는것도 문화취급하는데 30년 넘겼으면 걔들한텐 문화지ㅋㅋ 환경단체고 세계기구고 포경은 반대하면서 일본한테 생지랄은 하면서 서구권 포경은 조용ㅋㅋ 똑같이 양아치아님? 포경하면서 즈거들 키우는 개보면서 암 개고기는 안돼 ㅇㅈㄹ떨거 뻔하다. 사육환경이고 뭐고 쟤들은 더한짓하는데 쟤들은 그런말 할자격도 없지
6280,웃기네ㅋㅋㅋ한국에서 고래가 연 2000마리씩 &#39;우연히&#39; 잡히는건 아냐?
6281,이런 시* 욕나오게 만드네.. 저런 ㅅㅋ들은 고래가 당한만큼 돌려줘야한다. 후대까지도~ㅅㅂ 할짓이 있고 못할짓이 있는데 저건 선넘었네..
6282,일본인줄 알았는데 덴마크도 저렇구나....
6283,존나 얼탱이가 없다 그냥 나도 포함해서 인간은 다 사라져야 정답인가
6284,페로제도는 먹는다는 면에서 마리수만 적당히 조절한다면 그래도 과거 문화라고 하니깐 <br>마리수좀 조절하라고 말이라도 해보지<br>일본은 그냥 잡아서 가둬놨다가 뒤지면 버리고 팔리면 팔고 그냥 고래 장사
6285,저 돌고래죽인사람들은 곧응징이 올것이다.
6286,지네들이 다 죽여놓고 멸종 이러네
6287,"우리와 같은 영장류인 유인원을 식용으로 하는 나라는 일부를 제외하고 거의 없잖아요? 지능이 높기도 하지만 인간과 생김새가 닮았기 때문일텐데 돌고래 지능이 침팬치보다 높을수도 있다는 연구결과가 있습니다 흔히 돌고래의 지능은 80정도로 7.8세 유아 정도로 알고 있는데 이게 인간지능을 재는 틀로 도식한 결과라는 거죠 언어능력에 있어서는 인간과 동등하거나 그 이상일수 있다고 합니다. 우리가 익히 아는 초음파가 돌고래 언어수단인데 인간의 언어처럼 돌고래에게도 사투리가 있어서 서로 다른 언어를 구사하는 돌고래 사이에는 소통을 매개하는 통역 돌고래도 있습니다 예를들어 태평양 서쪽과 동쪽 중간 지역에 사는 돌고래들이 양쪽의 언어를 모두 이해한다는 거죠. 돌고래의 뇌는 인간처럼 대뇌피질이 발달했는데 사고력,언어,기억력,감정등을 담당합니다. 돌고래는 어미가 새끼를 출산하면 돌고래 무리들이 원을 형성하며 차례대로 다가와 새끼의 몸에 코와 몸을 부벼대며 환영의식을 합니다 그만큼 공동체 의식과 감정능력이 발달한 동물이 돌고래입니다 돌고래는 거울에 비친 자신을 인식하며 추상적개념을 이해하고 도구를 사용할 줄도 압니다 거울에 비친 사물을 이해하는 건 인간처럼 자의식이 있다는 건데 인간이 이름으로 서로를 구분하는 것처럼 돌고래도 각자 자의식을 갖고 다른 개체를 구분할수 있습니다 거의 인류에 준하는 지적 능력입니다. 이런 똑똑한 개체를 일본은 한해 2000마리 이상 포획하고 살육하고 있습니다 일본은 미개국가 입니다."
6288,인간들 언젠가는 혹독한 댓가를 치를거다..ㅠㅠ
6289,고래들이 바다에 얼마나 중요한 영양을 미치는데.......
6290,저기있는 사람들 얼굴이 연쇄살인마처럼 보인다..
6291,많은 다른 나라는 지키는데 안지키는 나라는 대체  뭐냐? 나중에 고래 멸종되면 니들이 책임 꼭 져라  진짜 아나무인식인건 개인이나 나라나 이해 못하겠네 동참좀 하자 동참 좀
6292,똑같이 해주고 싶네
6293,넷플릭스 seaspiracy 봐라 저게 문제가 아니다 지금
6294,인간이 세상에서 제일 잔인하고  포악한 동물이다
6295,좆같은 전통이지.
6296,물론 요즘 세대 사람들은 많이 포함되는 사항은 아니지만 옛날 우리 부모님 세대들도 담백질을 보충할 먹을거리가 없어서 저렇게 고래를 잡아먹은 것 처럼 그나마 있는 개고기를 먹었던 거랬어요..<br>우리들도 다른 사람들도 불필요한 학살이 없었으면 좋겠습니다
6297,미개하고 덜떨어진 것들.
6298,만약에 누가 인간을 저렇게 하면 좋겠냐 이 쓰레기같은 사람들
6299,그러니 채식을 하자(?)
6300,사람 시냥도 전통이라면서 죽여도 되나 ㅡㅡ?
6301,잔인하네.. 차라리 개고리를 허가하지 저런 전통같지도 않은 전통은...
6302,내가 뭘 본거지…
6303,고래가 상어였어야했는데
6304,"지구상에 대재난이 발생해서 인간이라는 악종이 멸종될 날이 반드시 있을 것이다! 코로나19로 죽어나가는 수많은 인간들에 연민의 정을 갖고싶지 않다! 이 영상을 보기전까지 나는 인간에 대한 일말의 동정심으로 가슴아파 하곤 했지만, 이제 더이상 인간들의 불행으로 인한 &#39;슬픔&#39;이라는<br> 갖잖은 감정은 나의 가슴안에 자리잡을 공간이 없을 것이다! 인간들의 수많은 악질적 만행을 듣고 보아 왓지만, 이제 더이상 우주의 법칙, 자연의 법칙이 이들을 용서치 않으리라. 이 세상 모든 현상은 &#39;인과율&#39;에 따른다! 우주는 늘 무심의 자리에 존재한다. 원인이 잇으면 그에 꼭 걸맞는 결과를 만들어낸다. 한치의 오차도 없는 법이다! <br>우주의 돌고 도는 인과율의 법칙아래 지금까지 없엇던 사상 초유의 대재앙이 잇으리라... 나의 살아 생전에 그러한 일이 벌어져도 나는 무심하리라! 오래전 그 언젠가 우리 인간이 저지른 <br>악행의 결과라 확신하기 때문이다!"
6305,싸이코패스들인듯
6306,하...
6307,이거 가만히 두나요? 마스크 안쓴거보니까 옛날인가?
6308,안타깝네요
6309,욕나온다 진짜  짐승만도못한 인간들
6310,고래를죽이면 생태계가 어케되는지모르나  니네 자신들의장기를자랑이나하삼 전통으로
6311,저것들 사는 동네에 연쇄 살인마들이 축제를 벌이려 몰려들것이다
6312,에반게리온 실사판인줄 알았어요. <br>이건 아니쟎아 인간들아...<br>LCL의 바다가 현실에도 있다니..ㅠㅠ<br>지구의 모든 생명체 입장에서는 인류만 싹 다 없어지면 지구의 평화가 다 올 듯합니다. <br>인간이 문제네요...
6313,고래는 뭐죄야 이쓉(가짜로 때리는중(?)
6314,아니 너무 잔인하고 왜  그게 전통이야? 아니 그러다가 고래가 멸종될지도 모르는데 인간이 세상에서 제일 무섭고 잔인하다....
6315,나는 이걸 미친놈들이라고 부른다
6316,추악하다....사람으로벌수없을것같다
6317,생각이 없는건가? 아님 자본주위만 생각하는가? 나만 괜찮으면 되는가? 생각이 있다면 해야할것과  하지말아야할것을  생각 좀 하자 제발 하고나서  생각하지말고 하기전에 생각을ᆢㆍ
6318,왜….. 왜…. 그러는거야… 그러지마 ㅠ
6319,막을 방법이 없나...진짜 너무 가슴아프다
6320,저렇게 똑똑한 애들을 ㄷㄷ 천벌 받겠다
6321,정말 슬퍼 죽겠네 칫 ㅠㅠ
6322,우리나라 울산에서도 고래고기 먹는다면서요.<br>그것도 좀 취재하시지.
6323,미친놈들아니야 이거!!! 절로 욕이나온다 <br>이건축제가 아니야 <br>지들이 당해봐야 알지 지들이 감옥에서 총으로 공포감 조성시키면 알거임
6324,왜 죽이는거야?
6325,지구의 바다가 오염되서 큰 물고기를 먹을수록 오염된것을 섭취하는 절대양은 증가한다.고래들의 복수라고 봐야지
6326,아  미친
6327,미친놈들....
6328,이건 전통이 아니라 학살이지 무슨 히틀러가 유대인 죽이듯이 잡냐 ㅆㅂ
6329,축제라기에는 너무 잔인하네
6330,미친놈들
6331,다시태어난다면 인간으로태어나고싶지않다
6332,고래죽이는거불법인데와샌즈<br>진짜이녀석들사형가즈아!!!!!!
6333,일본인들은 진짜 반성을 모르는 민족
6334,고래저리만든사람 벌받아라
6335,??? : 겨울되면 가족들끼리 빙어축제가자
6336,"왜 이런 잔인한 짓을 전통이라고 계승하는 건지??<br><br> 도대체 어느 나라 전통인 거냐?<br><br>잘못된 전통은 버려야지.. 이 따위께 무슨 전통이고, 축제냐??<br><br>덴마크니??<br><br>너무 잔인무도해서... 저 피바다를 봐라.<br><br>인간이 할 짓인지???<br><br>너무하다... 벌 받겠다... 슬프다...<br><br>고래들 너무 불쌍하다...ㅠㅠ<br><br>영상 1분 20초 봤는데, 더는 못 보겠다.<br><br>고래들 괴로워하는 소리에 나도 괴롭다...😭😭😭"
6337,저걸 축제라고 하는게 말이되냐...
6338,진짜너무하네!!먹을게천진데.잡는걸보고웃고있는사람보고싸이코패스인줄알았네!!미친.잔인해서불쌍하다
6339,몬먹고사는세상도 아닌데 꼭 저리해야하나
6340,충격적이네
6341,대체 뭘 위해서? 얻는 게 뭔데? 뭐가 그렇게 재밌다는 거야
6342,사람이 젤 잔인하다
6343,어떤나리에서는 이영상을 좋아할수도 있겠네요...
6344,상업적  목적인 인간의 이기심의  극치
6345,이건아니다
6346,난 진짜 자연이 인간을 말살시켜도 할 말 없을 것 같다...
6347,해양오염의 주 원인은 결국 플라스틱이 아니라 어업입니다.<br>너무 과한 어업이 모든걸 망가뜨려 놓는다고 하네요... 어업 심각성 알아야합니다...
6348,둘다에요 해양쓰레기도 주원인이고 지나치게 돈만 많이 벌려고<br>어업활동하는 어선들도 주원인임 이부분은 중국이 가장 잘하고<br>있죠
6349,축제..하하하
6350,와..근데 때깔봐라 맛있긴 진짜 ㅈㄴ맛있겠다ㅜㅠ
6351,정말 미개한 나라네…<br>개고기 먹는다고 미개하다 하더니<br>이들은 문명인이 아닌것갔다
6352,이건 전통이 아니라 학대지..
6353,너네가 사람이냐
6354,가슴이 찢어지네 전통이 살륙이라니 정말 야만적이고 비상식적인 행위다
6355,"씨스피라시에 나오는 곳이네... 저기도 잔인하지만 더 심각한 건, 바다 모든 곳에서 더 심각한 생태오염과 학살이 자행되며 나아가 미래가 아예 사라지고 있다고 말하던..."
6356,이.게.사.람.이.냐
6357,헉.....ㅠㅠ
6358,인류는 인간이 사라져야 하는게 답일까.. 씁쓸하다
6359,덴마크??? 의외이면서 인간들이 정말 살벌해보인다
6360,"나도 13살때 고래사냥된적이있다,.. 그 고래의 마음 너무나 잘 안다 제발 포경좀 고만시켜주세요"
6361,미친넘들..
6362,존나야만적이다;;
6363,먹고 디져뿌라 피토하면서 디져뿌라
6364,이건 아니다 정말
6365,포경이나 해 ㅅㅂ..
6366,뭐이런그지같은행사를 이걸나라에서놔둔다고?? 또라이들이야?
6367,저게 사람이 할 짓인가요??죄책감은 개나 줘버렸나.....
6368,코로나가 더 퍼져서 인간 절반이 죽어야됨
6369,"<a href=""https://www.youtube.com/watch?v=Oq9FaB8Z13Y&amp;t=1m32s"">1:32</a> 얼굴에 피묻히고 웃는 사람 ㄹㅇ 사이코인줄... ㅎㄷㄷ"
6370,아니 지금 내가 뭘본거야.... 저게 지금 무슨짓이야 전통이라고? 축제라고?저게? 역겹고 화나고 가슴아프고..  참 그렇다. 고래 참좋아해서 영상도 자주 찾아보는데.. 차마 다 못보고 멈춰놓고 댓쓰고있다. 저런짓들하는 것들이나 멸종되버려라.
6371,고래는장난감이아니야고래도소중한생물이라고고래불쌍해고래들제발행복하게해줘
6372,지네가 척수 관통되고 마개로 구멍 막혀봐야 뭔짓을 한지 처절하게 깨닫게 될듯...
6373,.......
6374,일본보다 더 잔인한건가? 생각하고 있는데 일본 화면 바루 뜨네~;; 같은 인간이라는게 왠지 미안하고... 마음이 아프다 ㅜ ㅜ;;
6375,저기다 스트레스 푸는 거지 ㅡㅡ...<br>제일 더럽고 추한게<br>인간 마음
6376,"인간들이 이리도 악할수가 <br>무섭다 무서워요...,"
6377,지켜보기 힘드네요ㅜㅜ
6378,고래 = 페미언냐 각
6379,와우저사람들진짜너무하다고래불쌍해ㅠㅠㅠㅠ
6380,쟤내들은 가둬놓고 사냥해야할듯
6381,일본 참 미친짓 잘한다
6382,이거 예전에 박신혜 배우님 나오는 다큐에서 봤었는데...하...몇년이 지난 지금 잊고있다가 봤는데 아니 애들도 있는데 저래도 되나...하..말이 안나오네
6383,&quot;인간의 욕심은 끝이 없고 같은 실수를 반복한다&quot;
6384,소름끼친다 죽어가는<br>생명을 보면서 아무런 양심의 가책도 못느끼는거겠지..? 정말 소름끼친다 인간이 지구에서 제일 잔인하다
6385,세상에 ..끔찍..<br>고래들이 똑똑하다는데<br>한숨나온다
6386,고래들아 이제 인간사냥을 허락하노라.....
6387,나쁜 00
6388,쓰레기들
6389,우욱 이런걸 축제라고 한다고??? 21세기에?? 절대로 존중해줄 마음이 들지 않는다..
6390,무조건 자연한테 되돌려받는다
6391,인간은 쓰레기구나 생명을 죽여놓고 축제라니 잔인하다
6392,진짜 인간이 제일 잔인하다 저기 참여한 개돼지들은 제발 수명다할때 고통스럽게 죽었으면 좋겠다.
6393,엽기적이다
6394,미친새끼들인가;
6395,마음아파 못보겠어 ㅠㅠ 고래가 없으면 바다도 죽고 그럼 인간도 살수가 없는데 ㅜㅜ
6396,저것이 미개인이 하는 짓이다
6397,진짜 잔인하다 저런걸 축제라니~ 범죄에 가깝게 느껴지네요 앞으로 이런 축제는 영영 없어져야 할듯~ 마음이 너무 아프네요 일본만 그러는줄 알았는데...
6398,동물 살인죄로 감옥가서 나오지마  고래들이 무슨죄가 있길래 살인까지 하는거지 양심가책이 없어도 너무 없네 ㅅㅂ
6399,"천벌을 받을것들,,,미개한 인종.... ㅠ"
6400,아직 저런곳이 더있는데 일본만 가지고 뭐라하는것들은 왜그러지? 개고기 먹던곳도 있거나 아직 먹는곳도 있을텐데 한국만 가지고 뭐라하는것들도 있지.
6401,미쳤다 진짜<br>저게 즐겁냐?
6402,왜 저런데...
6403,덴마크~조상이 누군지 역시나~ 약탈을 즐기고 피를 즐기는 민족 맞네~
6404,어쩌면 코로나는 지구가 인간에게 주는 벌이<br>아닐까싶다…
6405,이게 불쌍함이아니라 생태계의 문제인거지<br>우리도 도축해서 다먹는걸  불쌍함으로  보면안되는듯
6406,"저게 사람이냐.. 아무리 전통이여도<br>잔인하다고 한번도 생각 안해봤나?<br>저렇게 많은 고래가 죽어가는데 웃고,사진찍고.. 고래들한테 얼마나 수치스럽고 고통스러웠을까.. 그걸 단지 전통이라고만 받아들여 죽이기만 하고.."
6407,천벌받는다<br>미개인들아
6408,얼굴에 피칠갑이 되고 웃는모습을 보니 섬뜩하다..
6409,저런걸 왜 하는거야 진짜...<br>똑같이 척추에 구멍뚫고 마개로 막아서 죽여라
6410,저건 미친짓이다.
6411,아니 두 번째건 식용 땜에 그런다쳐도 첫 번째는 진짜 야만적이네 재미로 죽이는거 ㅅㅂ
6412,@몽니 고래가 보호종이라서 그러시는 거죠?
6413,"두번째도 토악질 나오는건 매한가진데,식용목적이면 그냥 그런다 칩니까?"
6414,와 대박 고래 축제 참 나빴네요. 고래들이 불쌍하네요 ㅠㅠ
6415,인간이  악마인듯  싶기도
6416,잔인한 인간들 같으니라고...... 저런 짓을 하는 사람들과 저걸 보고 웃는 악마같은 사람들 제발 벌받게 해주세요
6417,저딴걸 문화라고 가지고 있는건 존중해줄 필요 없음.  똑같은 방법으로 해줘야지.
6418,나쁜사람들은 아님 그래도. 이것도 문화이긴한데 심각한 환경훼손때문에 그렇지요.
6419,순간 저곳에 폭탄을 떨구고 싶은 충동이 들었네요...
6420,미친사람들
6421,일본인들....아......역시 싫은 종자들
6422,ㅁㅊ 놈들인가
6423,ㅈ간이 미안해...
6424,우리는 이것을 싸이코라고 부르기 시작 했어요
6425,이건 아니다…. 정말 이건 아니다
6426,"돼지, 소와 뭔 차이가 있냐고 반박하는 사람이 있을까봐 말하지만 전혀 다르다. 일단 고래의 개체수가 돼지와 소에 비해 현격히 적다는 점(천연 기념물로 지정되었다는 것), 고래 고기를 먹는 사람의 수가 매우 적다는 것 마지막으로 돼지나 소도 저런 식으로 야만적으로 잡지 않는다는 점이다. 축제라는 이름의 대량학살의 장인거다. 만약 우리가 개를 저렇게 대량으로 풀어놓고 칼이나 꼬챙이로 잡는다고 하며 전통이라고 하면 같은 국민이 봐도 기가 막힐거다."
6427,썸내일 보고 토마토 축제인줄.....
6428,끔찍하다
6429,이 사람 들 나쁜 것 같아요
6430,본인들 대가리에 작살꽃으면 안죽을까?<br>전통은 개뿔<br>아예 멸종으로 만들어야 풍습이 사라지지
6431,저런 개샊기들 ㅆ 지들이 당해봐야 정신 차려지지.
6432,웃는 사람: .... 개쌖
6433,최악이네
6434,우리나라는 아님 <br>저렇게 잡으면 우리나라는 불법포획임. <br>깜빵감. 특히 고래는 더더욱
6435,저기인간들 다 천벌받앗음좋겟다
6436,덴마크애들 과거역사에도 엄청 잔인했음 솔까 닭도잡고 돼지도잡고 하지만 먹을만치만 잡아라 재미로 잡으면되냐 지구가 인간을죽이는거다 코로나로ㅠㅠ
6437,언젠간 인간이 이에 맞는 마땅한 벌을 받겠지
6438,너무 잔인해!  잔인하다!!  충격...
6439,저  고래도 꿈이었는데 고래였어…
6440,너무하네 진짜..
6441,저가 오데고 가가 지고 니들도 똑같이 해줄게
6442,할 말이 없다..소름 끼친다 너무 싫다
6443,살다×2 진짜 피바다는 처음보네
6444,고래가 얼마나 똑똑한데.. 잔인한 것들.... 😡😡
6445,전통 ㅋㅋㅋㅋ 존나 미개하다 ㅋㅋ 식량으로 일년에 축제하듯 몇마리 잡아서 먹는것도아니고 대량학살쳐하고 남은 시세고기 다 처갖다버리면서 무슨 전통 ㅋㅋ
6446,덴마크라니...
6447,와...저 비명소리를듣고처웃네 ㄷㄷ
6448,걍 저곳에 핵한방씩 떨어뜨려줬음좋겠네
6449,개 잡놈들 일세
6450,말도 안 나오게 잔인하다
6451,돌고래들의 비명이 너무 마음 아파요 ㅠㅠ
6452,저기다 미사일떨어트리구싶네..잔인한인간들
6453,아시아의 대표 싸패국.<br>유럽의 대표 싸패국.
6454,거기 아직도 고래잡네 페로제도의 포경은 전통이라던데 ㄷㄷ<br><br> 고래잡이가 유일하게 합법인 지역이 인도네시아인가 거기인걸로 압니다.
6455,이런 씨 구멍뚫고 막는다는생각은 악마가 한건가<br>죽지도 못하고 고통속에 죽을날만 기다리겠네;;
6456,저 마을로 레이드 가고싶다 ㅡㅇ ㅡ
6457,생태계에서 큰역할을 하는 고래를 저렇게 많이 죽인것을 보니 참 보기 안쓰럽다
6458,아........... 이건 정말 ... 너무 .. 심하다............
6459,똑같이 당해라<br>이것들 머리에 구멍내고  똥으로 쑤셔 쳐넣고 싶네
6460,대학살을 축제로 포장하네
6461,이 말도 끔찍하지만 전통이라면 한두마리만 잡아서 니들끼리 즐기면 안될까?
6462,아진짜 고래를왜뭐때문에왜죽여진짜이해가안된다아무이유없이죽이는건하
6463,그래 우리 나라도 어서 다시 개고기 먹어야한다니깐 다 음식인데
6464,잔인한 이 미개한 인류는 머지않아 종말을 스스로 앞당길 것이다.
6465,인간이기를 포기한개자식들 언젠가는 저불쌍한고래죽인넘들 똑같이 당할것이다 진짜사람이 젤 잔인하고 무섭다
6466,안타깝네....;돌고래들이 지능이 얼마나 높은데 자신이 사람들한테 죽임을 당한다는 걸...;
6467,곧 고래도 천연기념물로 될것이다 진짜 못된것들이네  영상 보는내내 놀란 연속이었다 ㅜㅡ 전통이아니다
6468,이런 잔인한 짓을 하니까 코로나가 발병한거아닐까!? <br>마음이 아파서 끝까지 못 보겠다..  악마같은 인간들
6469,대체 왜 저런걸 하는거야
6470,완전 야만인들이네.
6471,"<a href=""https://www.youtube.com/watch?v=Oq9FaB8Z13Y&amp;t=3m31s"">3:31</a>에서 고래가 뭐라고 말하는거 같아.."
6472,아..진짜못보겠다
6473,저게 축제냐 야만인 ㅆㄲ들아
6474,방사능 챠묵고 빨리 데져라  원생이더라..고래의 저주가 원생이 나라를 흔들것이다
6475,이들은 꼭 먹지 않아도 되는 고래들을 갖고 학살을 시작한다 니들이 정녕 사람이냐
6476,"이 죄를 어찌 다 갚을고,...<br>대대손손  천벌을 받을꺼다"
6477,인간이 제일 무섭다..
6478,엥 이거 아직도 하는구나;;
6479,저건 전통으로 가장한 학살이지....
6480,화가난다
6481,저들도 고래로 다시 태어나서 당해봐야 한다.
6482,미친놈들인가 저거 우리 나라오면 살인충동일으켜서 이제 홍대가서 차 아작내고 경찰서 가서 우리 전통이에요 하면 어케되려나 무슨 고래를 전통이라고 다 죽이냐 안그래도 고래 보기도 힘든데
6483,고래들아 좋은곳에가길 저인간들은 천벌받을거다
6484,저것들도 가둬져서 한번 당해봐야할텐데...
6485,아...이건  이해못하겠다..    고래를 어떠케 죽일수 있지?
6486,식용까진 둘째치고 <br>그냥 죽이면서 노는거네 거의..ㄷ
6487,잔인하다~
6488,뭐하는 짓이지? 저런게 축제야?  사람이 제일 무섭다
6489,영상보고 이 생각 밖에 안든다 <br>&quot;미친거 아니야&quot;
6490,잔인한 새끼들 니네들은 꼭 천벌받을꺼다
6491,일본은 대놓고 연중 상시 사냥이네
6492,고래멸종되면  100프로  일본놈들 책임을 물어야됨
6493,지들도 쳐 똑같이 당해봐야 정신차리나 저게 무슨 축제고 진짜 화난다
6494,아 소름~웃으며 사진 찍네. 인간이 젤 무섭고 잔인하다
6495,와 미친새키들 단체들은 뭐하냐<br>개고양이만 싸고 돌지말고
6496,참 뭐라 저 민족의 방식이고 삶인데<br>욕할자격이 누구라도 있을찌<br>모르겠네요
6497,저기 가서 실수인척 사람 죽여도 모르겠네
6498,저런인간들은 똑같이 사냥 당해야되는데... 사람도아니네
6499,미개하고 무식한 놈들이다<br>먹을게 없는 것도 아니고 <br>마음이 아프다 😢😭
6500,고래가 멸종 되어야 한다 그래야 고래도 더이상 인간들한테 고통을 안 당하지
6501,나쁜사람
6502,소닭돼지는겁나쳐먹으면서 개는안되고<br>생선은되고 고래는안되고<br>뭔일관성이없냐
6503,인간은 언젠가 파멸할것이다 저런짓을 이해할수없는 나 또한 인간이기에 파멸당할것이다
6504,피바다를 보고 웃을수 있다니. . .
6505,이것도 슬프지만 우리가 또 알아야 하는 건 부수어획으로 죽는 고래의 수가 이렇게 잡히는 고래의 수와 비교하기 부끄러울 정도로 많이 죽는다는 거지.. 물론 그쪽이 더 심각하기 때문에 이건 별거 아니라는 게 아니라 둘 다 슬프고 바꿔야 하는 것이니.. 죽임을 당하든 익사당하든 그런 게 중요한 게 아니니까
6506,헐... 역겹다 진짜 웃는 모습들에 더 역겹다
6507,나쁘다
6508,불쌍해  ㅠㅠ
6509,저걸보고 웃으면서 사진을..찍네
6510,😡
6511,다 먹을거 아니면 잡지도마라.
6512,저 지방도시들은 고래학살하는 저 수입으로 먹고사니까 저걸 전통이라고 합리화 하고 포기를 못하는 거다 난 피로 물든 바다가 당연히 일본일줄 알았는데 일본놈들은 저 광경으로 하도 지탄받다보니 아예 피를 막고 눈속임을 하네 은폐의 나라 일본답다. 그나저나 덴마크 우리가 아는 안데르센의 나라 맞나 소젖으로 먹고사는 나라가 행복지수 운운하며 문명국인척 하더니 그 실체가 저런거였나
6513,별 것도 아닌 일로 이러네. 이게 뭐 별일인가.<br><br><br><br><br><br><br>이것보단 물고기를 자체를 소비하는 문화자체가  문제임. 우리가 물고기를 소비하기 위해서 어선에서 bycatch 되는 돌고래 상어의 양은 비교가 안됨 저건 그나마 나음. 어업 자체가 이것보다는 차원이 다른 문제임  출처 netflix seaspiracy
6514,어그로라도 끌어서 netflix 다큐 seaspiracy 를 사람들이 봐야됨
6515,꼭 seaspiracy  보세요.
